;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review ;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
0;['n/a'];['n/a'];['n/a'];2.0;3.0;n/a;3.0;1.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-psychiatry-and-neuroscience/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.8 mnths;['n/a']
1;['n/a'];['n/a'];['n/a'];2.0;3.0;n/a;3.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/glia/;['n/a'];['n/a'];['n/a'];['n/a'];2.0 ;2.0;2.5 mnths;['n/a']
2;['n/a'];['n/a'];['n/a'];2.0;1.0;n/a;n/a;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/neurobiology-of-aging/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;1.0;1.2 mnths;['n/a']
3;['53'];['10'];['600'];3.0;1.0;n/a;n/a;2.0 mnths;[];['24'];https://scirev.org/journal/journal-of-alzheimers-disease/;['$700'];['yes'];['1180'];['optional'];3.0 ;4.0;2.0 mnths;['Editor']
4;['n/a'];['n/a'];['n/a'];2.0;3.0;n/a;4.0;2.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-neuroscience/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;6.2 mnths;['n/a']
5;['n/a'];['n/a'];['n/a'];1.0;2.0;n/a;2.0;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/developmental-medicine-and-child-neurology/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;2.3 mnths;['n/a']
6;['n/a'];['n/a'];['n/a'];2.0;2.0;n/a;3.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-psychophysiology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;2.5 mnths;['n/a']
7;['n/a'];['n/a'];['n/a'];2.0;3.0;n/a;4.0;1.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/neurotoxicology-and-teratology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;3.4 mnths;['n/a']
8;['n/a'];['n/a'];['n/a'];3.0;2.0;n/a;3.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/perceptual-and-motor-skills/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;2.5 mnths;['n/a']
9;['n/a'];['n/a'];['n/a'];3.0;3.0;n/a;4.0;1.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/psychoneuroendocrinology/;['n/a'];['n/a'];['n/a'];['n/a'];2.0 ;4.0;5.1 mnths;['n/a']
