;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review ;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
0;['n/a'];['n/a'];['n/a'];2.5;1.5;n/a;2.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/clinical-microbiology-and-infection/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.6 mnths;['n/a']
1;['n/a'];['n/a'];['n/a'];2.0;2.0;n/a;3.5;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/cytometry-part-a/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.7 mnths;['n/a']
2;['n/a'];['n/a'];['n/a'];3.0;1.0;n/a;n/a;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/virulence/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.1 mnths;['n/a']
3;['n/a'];['n/a'];['n/a'];1.0;1.0;n/a;n/a;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/sexually-transmitted-diseases/;['n/a'];['n/a'];['n/a'];['n/a'];0.0 ;0.0;2.0 mnths;['n/a']
4;['n/a'];['n/a'];['n/a'];n/a;n/a;88 days;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/microbiome/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
5;['n/a'];['n/a'];['n/a'];2.0;2.0;n/a;3.0;3.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-anatomy/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;3.5 mnths;['n/a']
6;['n/a'];['n/a'];['n/a'];4.0;2.0;n/a;4.0;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/trends-in-microbiology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.1 mnths;['n/a']
7;['n/a'];['n/a'];['n/a'];2.0;2.0;n/a;3.0;2.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/revista-da-sociedade-brasileira-de-medicina-tropical/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;5.0;2.8 mnths;['n/a']
8;['n/a'];['n/a'];['n/a'];n/a;n/a;1 days;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/journal-of-infection/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
9;['n/a'];['n/a'];['n/a'];2.0;2.0;n/a;2.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/scandinavian-journal-of-infectious-diseases/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.3 mnths;['n/a']
