;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review ;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
0;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/oxymag/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
1;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-cardiovascular-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
2;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/women-and-birth/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
3;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/nordic-journal-of-music-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
4;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/journal-of-perioperative-practice/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
5;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/administration-and-policy-in-mental-health/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
6;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/geburtshilfe-und-frauenheilkunde/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
7;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/nursing-forum/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
8;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/clinical-teacher/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
9;['26'];['38'];['60'];n/a;n/a;n/a;n/a;n/a;['2.17'];['6'];https://scirev.org/journal/journal-of-cardiovascular-nursing/;['Other'];['no'];['295'];['optional'];n/a;n/a;n/a;['2.11']
10;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/rehabilitation-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
11;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/journal-of-the-american-psychiatric-nurses-association/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
12;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/archivos-latinoamericanos-de-nutricion/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
13;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/intensive-and-critical-care-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
14;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/obesity/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
15;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/early-intervention-in-psychiatry/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
16;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/journal-of-gerontological-social-work/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
17;['n/a'];['n/a'];['n/a'];2.0;2.3;5 days;3.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/gerontologist/;['n/a'];['n/a'];['n/a'];['n/a'];3.8 ;4.3;2.3 mnths;['n/a']
18;['n/a'];['n/a'];['n/a'];2.5;2.5;28 days;3.5;1.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-behavioral-nutrition-and-physical-activity/;['n/a'];['n/a'];['n/a'];['n/a'];1.5 ;3.5;4.5 mnths;['n/a']
19;['n/a'];['n/a'];['n/a'];1.3;1.7;n/a;2.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/food-quality-and-preference/;['n/a'];['n/a'];['n/a'];['n/a'];3.7 ;3.3;3.6 mnths;['n/a']
20;['n/a'];['n/a'];['n/a'];2.0;2.0;1 days;3.0;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-advanced-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;1.8 mnths;['n/a']
21;['n/a'];['n/a'];['n/a'];1.5;1.5;n/a;3.0;1.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/diabetes-care/;['n/a'];['n/a'];['n/a'];['n/a'];2.0 ;3.0;1.8 mnths;['n/a']
22;['n/a'];['n/a'];['n/a'];2.5;1.5;n/a;3.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/biogerontology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;0.8 mnths;['n/a']
23;['n/a'];['n/a'];['n/a'];2.0;2.5;n/a;1.5;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/nutrition-and-metabolism/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.4 mnths;['n/a']
24;['n/a'];['n/a'];['n/a'];2.0;2.0;n/a;4.5;3.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-communication-disorders/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.5;9.3 mnths;['n/a']
25;['n/a'];['n/a'];['n/a'];2.0;1.0;n/a;n/a;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-religion-and-health/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.2 mnths;['n/a']
26;['n/a'];['n/a'];['n/a'];n/a;n/a;17 days;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nutritional-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
27;['n/a'];['n/a'];['n/a'];2.0;1.5;n/a;3.0;2.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/health-care-management-review/;['n/a'];['n/a'];['n/a'];['n/a'];3.5 ;2.5;3.8 mnths;['n/a']
28;['n/a'];['n/a'];['n/a'];2.0;1.5;n/a;5.0;1.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/appetite/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.0;4.8 mnths;['n/a']
29;['n/a'];['n/a'];['n/a'];3.0;2.0;n/a;3.0;1.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-nutrition/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.5;2.4 mnths;['n/a']
