;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review ;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
0;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-psychopharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
1;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/chinese-journal-of-integrative-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
2;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-clinical-pharmacology-and-therapeutics/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
3;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/pharmaceutical-research/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
4;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/drug-metabolism-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
5;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/antiviral-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
6;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/therapeutic-drug-monitoring/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
7;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/expert-opinion-on-emerging-drugs/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
8;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/cancer-chemotherapy-and-pharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
9;['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;n/a;n/a;['n/a'];['n/a'];https://scirev.org/journal/human-psychopharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];n/a;n/a;n/a;['n/a']
